"gene_id","lr","df","pvalue","adj_pvalue"
"FBgn0034763",0.0177883061878674,1,0.893898548521191,0.999210074482202
"FBgn0034793",1.38704191268152,1,0.238905285591511,0.775846309026985
"FBgn0034792",0.154129925045709,2,0.925829707419365,0.999210074482202
"FBgn0040091",5.69425674424838,1,0.0170205193469157,0.188993228286714
"FBgn0034797",0.741510233769077,1,0.389177525494151,0.884022509084232
"FBgn0003900",0.00367907517284038,1,0.95163366748582,0.999210074482202
"FBgn0021979",2.74479917570716,2,0.253497938571052,0.785233158810147
"FBgn0010622",0.472059970692499,1,0.492041009101291,0.938416178828251
"FBgn0034802",0.977714360458776,1,0.322763745935462,0.839476517581694
"FBgn0034858",0.242883108301612,1,0.622131492998206,0.976448966351452
"FBgn0250838",1.82862168172142,1,0.176290432343881,0.707858801358532
"FBgn0040660",1.91941886383574,1,0.165920738589121,0.691679832609359
"FBgn0034849",0.700760980258565,1,0.402528111948053,0.889154667155202
"FBgn0034877",0.324802674760576,1,0.568735607970244,0.958274945557066
"FBgn0034897",1.8633069763606,1,0.172243612492421,0.698409142226992
"FBgn0034879",0.636098562654297,1,0.425127105276333,0.898052224025078
"FBgn0034876",0.78904339491055,1,0.374389538671356,0.874135089148274
"FBgn0034928",0.334444173731754,1,0.563053841765123,0.958274945557066
"FBgn0261794",3.43344156365924,3,0.329497677095054,0.841477701885306
"FBgn0001123",2.74054265828454,2,0.254038022282188,0.785233158810147
"FBgn0034936",0.583693259894062,1,0.444868311252357,0.90850392753277
"FBgn0034946",3.70327200928841,2,0.15698013588811,0.677453435444541
"FBgn0005612",0.328100850059855,1,0.566779522044099,0.958274945557066
"FBgn0034962",8.24127270280769,2,0.0162341805107345,0.183796388762708
"FBgn0285952",6.05359673500061e-09,1,0.999937920700973,0.999947811621385
"FBgn0283666",2.53394853462669,1,0.111421087064402,0.581686579303666
"FBgn0034971",0.0450940736300254,2,0.977705247970866,0.999210074482202
"FBgn0034963",3.21470487444276,1,0.0729793508859388,0.456107669717779
"FBgn0034958",0.991402939303953,1,0.319399725461346,0.839041862972616
"FBgn0283509",1.48467015171627,1,0.223045260851295,0.759371758992234
"FBgn0034945",0.0141887771733309,1,0.905182936986777,0.999210074482202
"FBgn0034933",0.470176386373168,1,0.492906033763459,0.938667361131337
"FBgn0263006",0.679225718820817,1,0.409853472595981,0.892969216256862
"FBgn0015268",2.20580579841044,1,0.137492032562788,0.642423700391158
"FBgn0034923",0.71728809878914,1,0.397034905164688,0.889154667155202
"FBgn0034921",10.0939904267943,1,0.00148753634022588,0.0401356767685246
"FBgn0025336",0.0849662329528655,1,0.770676836323801,0.999210074482202
"FBgn0028411",0.0389252249951824,1,0.843596874375408,0.999210074482202
"FBgn0086129",0.33912831553971,1,0.560332807329742,0.958274945557066
"FBgn0021875",0.236587708031948,1,0.626681588108575,0.978473271232946
"FBgn0259937",0.334155584030668,1,0.563222314839419,0.958274945557066
"FBgn0266083",1.10295842698088,2,0.576097009330574,0.958274945557066
"FBgn0034997",5.15167409335891,1,0.0232239724240668,0.237757476554188
"FBgn0003888",0.0791253581992351,1,0.778486215480442,0.999210074482202
"FBgn0034982",0.209072700577963,1,0.647495184537045,0.981784977814312
"FBgn0041582",0.792250434084963,1,0.373420509988907,0.874135089148274
"FBgn0002787",0.065959334911895,1,0.797313487828588,0.999210074482202
"FBgn0035020",1.63106417375093,2,0.442403867432822,0.90850392753277
"FBgn0035027",0.00119269670267386,1,0.972450181160673,0.999210074482202
"FBgn0020521",0.0616766855819151,1,0.803865231151587,0.999210074482202
"FBgn0035039",0.137444838891497,1,0.71083451837112,0.999210074482202
"FBgn0035047",0.317610437799885,1,0.573047235449933,0.958274945557066
"FBgn0035026",4.20705061195986,1,0.0402562741505291,0.33883342120285
"FBgn0284252",0.656876318273135,1,0.41766489117693,0.896504491321781
"FBgn0035001",0.00154831503459718,1,0.968612431917806,0.999210074482202
"FBgn0022343",5.99155648733722,2,0.0499977015470995,0.376592749554114
"FBgn0265434",0.252389579138253,1,0.615397504656593,0.974041993390122
"FBgn0010435",0.0109403609458241,1,0.916696245712631,0.999210074482202
"FBgn0285950",1.61361778713763,1,0.203983997480056,0.743907084603634
"FBgn0035082",2.90082079021886,1,0.088534460901151,0.505136341149452
"FBgn0043792",0.959624356627273,2,0.618899623661373,0.975546144571776
"FBgn0060296",1.53619876611174,2,0.463893915605701,0.918329847605223
"FBgn0041205",0.0515469905803911,1,0.820392931569084,0.999210074482202
"FBgn0035060",4.8647620301017,1,0.0274105786795311,0.267345745431778
"FBgn0027590",0.00351851028972305,1,0.952699595396545,0.999210074482202
"FBgn0040666",0.416048748105823,1,0.518915255945081,0.951936284289483
"FBgn0035092",0.0987137587658253,1,0.753378667805804,0.999210074482202
"FBgn0020386",51.9878352393571,3,3.01301316876291e-11,8.69856901821853e-09
"FBgn0035101",0.000667373685246275,1,0.979390080443878,0.999210074482202
"FBgn0027786",3.98017501996219,2,0.136683463754819,0.641634406276685
"FBgn0035107",1.34864073274366,1,0.245515886349774,0.783209241869389
"FBgn0063923",0.105524357722516,1,0.745298287289502,0.999210074482202
"FBgn0053229",0.164938533642271,1,0.684649836709309,0.992759456845693
"FBgn0004373",0.647526860122525,1,0.420998281750506,0.897777003057757
"FBgn0035121",0.0535951642086729,1,0.81692149625676,0.999210074482202
"FBgn0024806",5.88930517793051,1,0.0152331095815549,0.177330594201407
"FBgn0000541",0.276640378604498,2,0.87081981991177,0.999210074482202
"FBgn0035103",0.216563756621326,2,0.89737461033727,0.999210074482202
"FBgn0035137",0.688465568955962,1,0.40668678843781,0.891499436765343
"FBgn0035140",1.6884994322329,1,0.193798895181183,0.73041437387477
"FBgn0035142",2.66287928439124,2,0.264096782616972,0.790808384393339
"FBgn0265574",0.251301493837673,1,0.61616014296696,0.97457481054474
"FBgn0023000",0.134242707477824,1,0.714072985693955,0.999210074482202
"FBgn0035132",2.33078709731672,2,0.3117999294397,0.833487403974458
"FBgn0035165",0.762424446933437,1,0.382570861580327,0.884022509084232
"FBgn0052479",0.141435062283563,1,0.706858513707817,0.999210074482202
"FBgn0035162",0.701044875604566,1,0.402432823496776,0.889154667155202
"FBgn0035160",15.7833423336378,1,7.10250862956917e-05,0.00330724877638164
"FBgn0025676",0.913834848946863,2,0.633232627421552,0.978473271232946
"FBgn0035152",1.35094378372514,2,0.50891621051694,0.947362421504874
"FBgn0035181",0.0955488803738263,1,0.757237990020316,0.999210074482202
"FBgn0025525",0.000188231573702069,1,0.98905356573059,0.999815318809215
"FBgn0004870",1.71530204071496,2,0.424157249791081,0.898052224025078
"FBgn0024277",0.0898510914084909,1,0.764366547450158,0.999210074482202
"FBgn0035199",1.5831517614879,1,0.208307291204023,0.749854301379072
"FBgn0035205",4.51920804999827,1,0.0335163423353949,0.307179937531064
"FBgn0035207",0.403767087951564,1,0.525150160521785,0.951936284289483
"FBgn0011361",0.0186838769877795,1,0.891276641223572,0.999210074482202
"FBgn0029514",0.261431102554525,1,0.609138668635336,0.970520605049788
"FBgn0004635",0.175332510571025,1,0.675415477538912,0.988230580403201
"FBgn0261243",5.05381375061552,2,0.0799057970273689,0.478605883854801
"FBgn0035227",1.24043472649555,1,0.265387287877532,0.793139855178505
"FBgn0028577",5.73504307013354,3,0.125237111992016,0.609290447625654
"FBgn0043458",0.178418962796059,1,0.672735494294582,0.988230580403201
"FBgn0267487",3.19710631221096,2,0.202188842161764,0.743907084603634
"FBgn0035213",0.385937074599497,1,0.534442816967109,0.951936284289483
"FBgn0035206",0.182964747840742,1,0.668837666453878,0.987112857925648
"FBgn0035204",11.6763882372288,2,0.00291410039659045,0.0618603518011516
"FBgn0035229",2.38550518935926,2,0.303385017685477,0.82099897483698
"FBgn0035233",0.424412608974762,1,0.514743410074339,0.951397343414963
"FBgn0035236",0.0244651097018505,1,0.875707281315739,0.999210074482202
"FBgn0035254",3.99902502571967,1,0.0455265918191117,0.361085908191691
"FBgn0035266",0.000212855230984133,1,0.988359629101454,0.999815318809215
"FBgn0035267",1.08759961729811,1,0.297003668640087,0.818098078948114
"FBgn0067864",9.13440274395907,2,0.0103869883952027,0.138829793967362
"FBgn0022702",4.97282163003547,2,0.0832080804549833,0.492188380744874
"FBgn0035264",0.079699970809088,1,0.777704413362088,0.999210074482202
"FBgn0027594",0.229234512822586,2,0.891707373881229,0.999210074482202
"FBgn0035253",0.567029883764917,1,0.451441581177873,0.911328596237281
"FBgn0025725",3.39023651886964,1,0.0655835407981245,0.436266549041902
"FBgn0035247",0.983180721959798,1,0.321414796755899,0.839476517581694
"FBgn0035235",0.728872797289114,1,0.39324880292091,0.88775077347043
"FBgn0035228",1.12019237227651,1,0.289877034991578,0.81034346313769
"FBgn0035283",4.14165120144571,2,0.126081645625775,0.609290447625654
